#Partida,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 01.160.04.153.50 2016,4372.0,ELKARKIDETA:ZERBITZU PUBLIKOAK,2319.0,2319.0,0.0,3407.88,-1088.88,3407.88,3407.88,3407.88,3407.88,2016,15350,,1,,01
1 01.160.04.161.00 2016,4373.0,ELKARKIDETZA:UR HORNIDURA,1920.0,1920.0,0.0,1492.04,427.96,1492.04,1492.04,1492.04,1492.04,2016,16100,,1,,01
1 01.160.04.164.00 2016,4374.0,ELKARKIDETZA:HILERRIA,959.0,959.0,0.0,949.48,9.52,949.48,949.48,949.48,949.48,2016,16400,,1,,01
1 01.160.04.165.00 2016,4375.0,ELKARKIDETZA:KALEKO ARGIKUNTZA,962.0,962.0,0.0,1356.4,-394.4,1356.4,1356.4,1356.4,1356.4,2016,16500,,1,,01
1 01.160.04.170.00 2016,4376.0,ELKARKIDETZA:INGURUGIROA,1713.0,1713.0,0.0,1695.82,17.18,1695.82,1695.82,1695.82,1695.82,2016,17000,,1,,01
1 01.160.04.171.00 2016,4377.0,ELKARKIDETZA:PARKEAK ETA LORATEGIAK,959.0,959.0,0.0,949.48,9.52,949.48,949.48,949.48,949.48,2016,17100,,1,,01
1 01.160.04.231.00 2016,4378.0,ELKARKIDETZA:BERDINTASUNA,2558.0,2558.0,0.0,2421.66,136.34,2421.66,2421.66,2421.66,2421.66,2016,23100,,1,,01
1 01.160.04.231.03 2016,4871.0,ELKARKIDETZA. GAZTERIA,1159.0,1159.0,0.0,0.0,1159.0,0.0,0.0,0.0,0.0,2016,23103,,1,,01
1 01.160.04.241.00 2016,4379.0,ELKARKIDETZA:TOKI GARAPENA,1398.0,1398.0,0.0,1384.6,13.4,1384.6,1384.6,1384.6,1384.6,2016,24100,,1,,01
1 01.160.04.323.00 2016,4380.0,ELKARKIDETZA:IKASTETXEAK,2877.0,2877.0,0.0,3797.92,-920.92,3797.92,3797.92,3797.92,3797.92,2016,32300,,1,,01
1 01.160.04.326.01 2016,4382.0,ELKARKIDETZA:MUSIKA ESKOLA,10750.0,10750.0,0.0,10279.92,470.08,10279.92,10279.92,10279.92,10279.92,2016,32601,,1,,01
1 01.160.04.330.00 2016,4383.0,ELKARKIDETZA:KULTURA ZERBITZUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,33000,,1,,01
1 01.160.04.332.10 2016,4384.0,ELKARKIDETZA:LIBURUTEGIA,6275.0,6275.0,0.0,6177.08,97.92,6177.08,6177.08,6177.08,6177.08,2016,33210,,1,,01
1 01.160.04.333.00 2016,4385.0,ELKARKIDETZA:KULTUR ETXEA,1918.0,1918.0,0.0,1898.96,19.04,1898.96,1898.96,1898.96,1898.96,2016,33300,,1,,01
1 01.160.04.335.00 2016,4386.0,ELKARKIDETZA:EUSKARA ZERBITZUA,3956.0,3956.0,0.0,5289.76,-1333.76,5289.76,5289.76,5289.76,5289.76,2016,33500,,1,,01
1 01.160.04.335.10 2016,4387.0,ELKARKIDETZA:EUSKALTEGIA,9550.0,9550.0,0.0,10036.96,-486.96,10036.96,10036.96,10036.96,10036.96,2016,33510,,1,,01
1 01.160.04.335.30 2016,4388.0,ELKARKIDETZA:EUSKARA PLANA,2797.0,2797.0,0.0,2175.8,621.2,2175.8,2175.8,2175.8,2175.8,2016,33530,,1,,01
1 01.160.04.342.00 2016,4389.0,ELKARKIDETZA:KIROLDEGIA,12518.0,12518.0,0.0,11703.85,814.15,11703.85,11703.85,11703.85,11703.85,2016,34200,,1,,01
1 01.160.04.342.01 2016,4390.0,ELKARKIDETZA:IGERILEKUAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,34201,,1,,01
1 01.160.04.414.00 2016,4391.0,ELKARKIKETZA:INGURUNEAREN HOBEKUNTZA,959.0,959.0,0.0,949.48,9.52,949.48,949.48,949.48,949.48,2016,41400,,1,,01
1 01.160.04.432.00 2016,4392.0,ELKARKIDETZA:TURISMOA,1398.0,1398.0,0.0,1384.6,13.4,1384.6,1384.6,1384.6,1384.6,2016,43200,,1,,01
1 01.160.04.912.00 2016,4393.0,ELKARKIDETZA: GOBERNU ORGANOAK,1398.0,1398.0,0.0,1384.6,13.4,1384.6,1384.6,1384.6,1384.6,2016,91200,,1,,01
1 01.160.04.920.00 2016,4394.0,ELKARKIDETZA:ADMINISTRAZIO OROKORRA,8281.0,8281.0,0.0,8138.62,142.38,8138.62,8138.62,8138.62,8138.62,2016,92000,,1,,01
1 01.160.04.920.10 2016,4395.0,ELKARKIDETZA:PERTSONALA,2319.0,2319.0,0.0,2756.44,-437.44,2756.44,2756.44,2756.44,2756.44,2016,92010,,1,,01
1 01.160.04.920.11 2016,4396.0,ELKARKIDETZA:SEGUR.ETA OSASUNA,1400.0,1400.0,0.0,1384.6,15.4,1384.6,1384.6,1384.6,1384.6,2016,92011,,1,,01
1 01.160.04.920.20 2016,4397.0,ELKARKIDETZA:INFORMATIKA,1398.0,1398.0,0.0,1384.6,13.4,1384.6,1384.6,1384.6,1384.6,2016,92020,,1,,01
1 01.160.04.920.30 2016,4398.0,ELKARKIDETZA:ARTXIBOA,1711.0,1711.0,0.0,1695.82,15.18,1695.82,1695.82,1695.82,1695.82,2016,92030,,1,,01
1 01.160.04.929.10 2016,4399.0,ELKARKIDETZA:BAKE EPAITEGIA,962.0,962.0,0.0,361.76,600.24,361.76,361.76,361.76,361.76,2016,92910,,1,,01
1 01.160.04.931.00 2016,4400.0,ELKARKIDETZA:ADMINISTRAZIO EKONOMIKOA,4044.0,4044.0,0.0,3967.74,76.26,3967.74,3967.74,3967.74,3967.74,2016,93100,,1,,01
1 01.160.04.932.00 2016,4401.0,ELKARKIDETZA:BILKETA,6036.0,6036.0,0.0,4543.84,1492.16,4543.84,4543.84,4543.84,4543.84,2016,93200,,1,,01
1 01.160.04.933.00 2016,4402.0,ELKARKIDETZA:ONDAREA ETA KONTRATAZIOA,1158.0,1158.0,0.0,1135.96,22.04,1135.96,1135.96,1135.96,1135.96,2016,93300,,1,,01
1 01.160.06.920.10 2016,4411.0,ASISTENTZIA MEDIKU-FARMAZEUTIKOA,5500.0,5500.0,0.0,5506.8,-6.8,5506.8,5506.8,5506.8,5506.8,2016,92010,,1,,01
1 01.161.03.920.10 2016,4412.0,ERRETIRO AURRERATUEN KALTE-ORDAINAK,90000.0,90000.0,0.0,26644.8,63355.2,26644.8,26644.8,26644.8,26644.8,2016,92010,,1,,01
1 02.162.01.335.30 2016,4413.0,LANGILEAK EUSKALDUNTZEKO POLTSA,3000.0,3000.0,0.0,2955.88,44.12,2955.88,2955.88,2955.88,2955.88,2016,33530,,1,,02
1 02.162.01.920.10 2016,4414.0,LANGILEEN PRESTAKUNTZAKO GASTUAK,10000.0,10000.0,0.0,7700.78,2299.22,7700.78,7700.78,7700.78,7700.78,2016,92010,,1,,02
1 02.162.05.920.10 2016,4416.0,BIZITZA ETA ISTRIPU ASEGURUA.PERTSONALA,40000.0,40000.0,0.0,40401.86,-401.86,40401.86,40401.86,40401.86,40401.86,2016,92010,,1,,02
1 02.211.01.342.00 2016,4417.0,MANTENU OROKORRA.KIROLDEGIA,80000.0,80000.0,0.0,43794.78,36205.22,43794.78,41802.58,41802.58,41802.58,2016,34200,,2,,02
1 02.211.01.342.00 2015,4908.0,MANTEN:KIROLDEGIA,0.0,2263.22,0.0,0.0,2263.22,0.0,0.0,0.0,0.0,2015,34200,,2,,02
1 02.211.01.342.01 2016,4418.0,MANTENU OROKORRA.KANPO IGERILEKUAK,14000.0,14000.0,0.0,19979.43,-5979.43,19979.43,19979.43,19979.43,19979.43,2016,34201,,2,,02
1 02.211.01.342.02 2016,4419.0,MANTENU OROKORRA.ZUBIPE ZELAIA,6000.0,40054.1,0.0,46655.07,-6600.97,46655.07,46655.07,46655.07,46655.07,2016,34202,,2,,02
1 02.211.01.342.03 2016,4420.0,MANTENU OROKORRA.LANDARE ZELAIA,6000.0,43668.12,0.0,40486.01,3182.11,40486.01,40486.01,40486.01,40486.01,2016,34203,,2,,02
1 02.211.01.342.09 2016,4421.0,MANTENU OROKORRA.BESTE.KIROL INSTALAKUNT,3000.0,3000.0,0.0,2095.49,904.51,2095.49,2095.49,2095.49,2095.49,2016,34209,,2,,02
1 02.212.01.342.00 2016,4422.0,GIMNASIOKO MAKINA.KONPONKETA,6600.0,18755.0,0.0,18195.44,559.56,18195.44,14023.72,14023.72,14023.72,2016,34200,,2,,02
1 02.213.01.132.00 2016,4423.0,MANTENUA IBILGAILUA.UDALTZAINGOA,12240.0,12240.0,0.0,13660.41,-1420.41,13660.41,13660.41,13660.41,13660.41,2016,13200,,2,,02
1 02.215.01.920.20 2016,4424.0,MANTENUA.EKIPO INFORMATIKOA,40000.0,40000.0,0.0,44876.6,-4876.6,44876.6,44876.6,44876.6,44876.6,2016,92020,,2,,02
1 02.215.01.920.20 2015,4910.0,MANT:EKIPO INFORMATIKOA,0.0,2026.35,0.0,1494.67,531.68,1494.67,1494.67,1494.67,1494.67,2015,92020,,2,,02
1 02.220.01.920.00 2016,4630.0,BULEGO-MATER.:ADMIN.OROKORRA,29000.0,29000.0,0.0,30232.71,-1232.71,30232.71,30232.71,30232.71,30232.71,2016,92000,,2,,02
1 02.220.02.920.30 2016,4426.0,LIBURU+ALDIZKARI+FOTOKOP+BESTE.ARTXIBOA,500.0,500.0,0.0,27.69,472.31,27.69,27.69,27.69,27.69,2016,92030,,2,,02
1 02.221.04.132.00 2016,4427.0,ERREGAIA: UDALTZAINGOA,9180.0,9180.0,0.0,7361.26,1818.74,7361.26,7361.26,7361.26,7361.26,2016,13200,,2,,02
1 02.221.05.920.10 2016,4428.0,LANGILEENTZAKO ARROPAK,10000.0,10000.0,0.0,9937.08,62.92,9937.08,9437.8,9437.8,9437.8,2016,92010,,2,,02
1 02.221.05.920.10 2015,4911.0,ARROPAK,0.0,1103.52,0.0,1103.52,0.0,1103.52,1103.52,1103.52,1103.52,2015,92010,,2,,02
1 02.221.06.323.30 2016,4429.0,ELIKAGAIAK:HAUR-ESKOLA,22000.0,25000.0,0.0,27669.5,-2669.5,27669.5,27669.5,27669.5,27669.5,2016,32330,,2,,02
1 02.221.08.342.00 2016,4430.0,FARMAZI EKOIZKINAK: KIROLDEGIA,500.0,500.0,0.0,283.23,216.77,283.23,283.23,283.23,283.23,2016,34200,,2,,02
1 02.221.13.342.00 2016,4431.0,IGERITEG.PRODUKT.BEREZIAK,4000.0,4000.0,0.0,2293.8,1706.2,2293.8,2293.8,2293.8,2293.8,2016,34200,,2,,02
1 02.221.13.342.01 2016,4432.0,PRODUKT.BEREZ:IGERILEKUAK,8000.0,8000.0,0.0,6701.6,1298.4,6701.6,6701.6,6701.6,6701.6,2016,34201,,2,,02
1 02.221.14.342.00 2016,4433.0,KIROL MATERIALA,5000.0,5000.0,0.0,4874.11,125.89,4874.11,3942.41,3942.41,3942.41,2016,34200,,2,,02
1 02.221.14.342.00 2015,4912.0,KIROL MATERIALA,0.0,3633.73,0.0,3535.42,98.31,3535.42,3535.42,3535.42,3535.42,2015,34200,,2,,02
1 02.221.98.334.10 2016,4435.0,AUZO.HAUR TAIEL.MATERIALA,2121.0,2121.0,0.0,803.84,1317.16,803.84,803.84,803.84,803.84,2016,33410,,2,,02
1 02.221.99.231.03 2016,4436.0,MATERIALA:GAZTERIA,6000.0,9000.0,0.0,10862.01,-1862.01,10862.01,9889.01,9889.01,9889.01,2016,23103,,2,,02
1 02.221.99.334.10 2016,4437.0,KULTURAKO TAILERRAKO MATERIALAK,2000.0,2000.0,0.0,1021.86,978.14,1021.86,1021.86,1021.86,1021.86,2016,33410,,2,,02
1 02.222.01.920.00 2016,4438.0,KOMUNIKAZIO TELEFONIKOAK,42000.0,42000.0,0.0,56619.77,-14619.77,56619.77,56619.77,56619.77,56619.77,2016,92000,,2,,02
1 02.222.02.920.00 2016,4439.0,KOMUNIKAZIO POSTA BIDEZKOAK,32000.0,32000.0,0.0,38920.19,-6920.19,38920.19,38920.19,38920.19,38920.19,2016,92000,,2,,02
1 02.222.05.920.20 2016,4440.0,KOMUNIKAZIO INFORMATIKOAK,145000.0,145000.0,0.0,147271.12,-2271.12,147271.12,147271.12,147271.12,147271.12,2016,92020,,2,,02
1 02.224.01.933.00 2016,4441.0,ERAIKINEN ASEGURUA,46000.0,46000.0,0.0,40200.67,5799.33,40200.67,40200.67,40200.67,40200.67,2016,93300,,2,,02
1 02.224.02.933.00 2016,4442.0,IBILGAILUEN ASEGURUA,8500.0,8500.0,0.0,7976.64,523.36,7976.64,7976.64,7976.64,7976.64,2016,93300,,2,,02
1 02.224.99.933.00 2016,4443.0,ERANTZUKIZUN ZIBILEKO ASEGURUA,27500.0,27500.0,0.0,27696.21,-196.21,27696.21,27696.21,27696.21,27696.21,2016,93300,,2,,02
1 02.226.02.912.00 2016,4444.0,PROTOK.ETA ORDEZK.ARRETAK,6000.0,6000.0,0.0,3688.33,2311.67,3688.33,3688.33,3688.33,3688.33,2016,91200,,2,,02
1 02.226.03.323.00 2016,4445.0,PUBLIZITATEA:IKASTETXEAK,2700.0,2700.0,0.0,2033.44,666.56,2033.44,2033.44,2033.44,2033.44,2016,32300,,2,,02
1 02.226.03.326.01 2016,4446.0,PUBLIZITATEA:MUSIKA ESKOLA,800.0,800.0,0.0,889.35,-89.35,889.35,889.35,889.35,889.35,2016,32601,,2,,02
1 02.226.03.334.00 2016,4447.0,PUBLIZITATEA: KULTURA ZERBITZUA,17000.0,17000.0,0.0,16713.41,286.59,16713.41,16713.41,16713.41,16713.41,2016,33400,,2,,02
1 02.226.03.334.00 2015,4913.0,PUBLIZITATEA: KULTURA ZERBITZUA,0.0,1465.31,0.0,0.0,1465.31,0.0,0.0,0.0,0.0,2015,33400,,2,,02
1 02.226.03.335.10 2016,4448.0,PUBLIZITATEA:EUSKALTEGIA,4000.0,4000.0,0.0,3729.86,270.14,3729.86,3729.86,3729.86,3729.86,2016,33510,,2,,02
1 02.226.03.912.00 2016,4449.0,PUBLIZIT:GOBERN.ORGANOAK,15000.0,15000.0,0.0,16658.69,-1658.69,16658.69,12810.52,12810.52,12810.52,2016,91200,,2,,02
1 02.226.03.920.00 2016,5114.0,KOMUNIKAZIOA-UDALA,0.0,15000.0,0.0,10429.06,4570.94,10429.06,10429.06,10429.06,10429.06,2016,92000,,2,,02
1 02.226.03.920.30 2016,4450.0,ARGITALPENAK:ARTXIBOA,10000.0,10000.0,0.0,4637.7,5362.3,4637.7,4637.7,4637.7,4637.7,2016,92030,,2,,02
1 02.226.03.932.00 2016,4451.0,PUBLIZITATEA:BILKETA,1500.0,1500.0,0.0,1351.87,148.13,1351.87,1351.87,1351.87,1351.87,2016,93200,,2,,02
1 02.226.04.920.00 2016,4452.0,GASTU JURIDIKOAK:ADMIN.OROKORRA,25000.0,25000.0,0.0,37924.32,-12924.32,37924.32,28849.32,28849.32,28849.32,2016,92000,,2,,02
1 02.226.06.231.03 2016,4453.0,GAZTERIA PROIEKTUAK,5000.0,7940.0,0.0,7266.75,673.25,7266.75,6279.75,6279.75,6279.75,2016,23103,,2,,02
1 02.226.06.231.03 2015,4915.0,GAZTERIA PROIEKTUAK,0.0,5372.4,0.0,5372.4,0.0,5372.4,5372.4,5372.4,5372.4,2015,23103,,2,,02
1 02.226.06.323.00 2016,4454.0,KULTUR EKINTZAK:IKASTETXEAK,8000.0,11000.0,0.0,12127.05,-1127.05,12127.05,8496.77,8496.77,8496.77,2016,32300,,2,,02
1 02.226.06.323.00 2015,4916.0,KULTUR EKINTZAK:IKASTETXEAK,0.0,3327.91,0.0,3327.91,0.0,3327.91,3327.91,3327.91,3327.91,2015,32300,,2,,02
1 02.226.06.326.01 2016,4455.0,KONTZERTUAK:MUSIKA ESKOLA,20305.0,20305.0,0.0,17578.9,2726.1,17578.9,17578.9,17578.9,17578.9,2016,32601,,2,,02
1 02.226.06.334.00 2016,4456.0,KULTUR EKINTZAK,147900.0,155900.0,0.0,145036.16,10863.84,137036.16,127605.16,127605.16,127605.16,2016,33400,,2,,02
1 02.226.06.335.00 2016,4457.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,14000.0,24000.0,0.0,26341.38,-2341.38,26341.38,23372.04,23372.04,23372.04,2016,33500,,2,,02
1 02.226.06.335.00 2015,4918.0,EKINTZA-KANPAINA:EUSKARA ZERBITZUA,0.0,1936.0,0.0,1936.0,0.0,1936.0,1936.0,1936.0,1936.0,2015,33500,,2,,02
1 02.226.06.338.00 2016,4458.0,JAIAK ETA JAIALDIAK,169000.0,169000.0,0.0,162353.24,6646.76,162353.24,162353.24,162353.24,162353.24,2016,33800,,2,,02
1 02.226.06.342.00 2016,4459.0,EKINTZAK: KIROL JOLASGARRIAK,12500.0,12500.0,0.0,12218.64,281.36,12218.64,12218.64,12218.64,12218.64,2016,34200,,2,,02
1 02.226.95.231.00 2016,4462.0,HEZKIDETZA PROGR.BERDINTASUNA,60000.0,60000.0,0.0,55219.9,4780.1,55219.9,46199.9,46199.9,46199.9,2016,23100,,2,,02
1 02.226.95.231.02 2016,4463.0,HARRERA PLANA.INMIGRAZIOA,5000.0,5000.0,0.0,4743.2,256.8,4743.2,0.0,0.0,0.0,2016,23102,,2,,02
1 02.226.96.170.10 2016,4464.0,ESKOLAKO AGENDA 21,19000.0,19000.0,0.0,13053.91,5946.09,13053.91,13053.91,13053.91,13053.91,2016,17010,,2,,02
1 02.226.96.170.10 2015,4922.0,ESKOLAKO AGENDA 21,0.0,1700.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,2015,17010,,2,,02
1 02.226.96.231.00 2016,4465.0,TAILERRAK.BERDINTASUNA,35000.0,35000.0,0.0,36784.62,-1784.62,36784.62,32350.94,32350.94,32350.94,2016,23100,,2,,02
1 02.226.96.231.02 2016,4466.0,BESTE PROGR.INMIGRAZIOA,5000.0,5000.0,0.0,4915.45,84.55,4915.45,3115.45,3115.45,3115.45,2016,23102,,2,,02
1 02.226.96.231.02 2015,4925.0,BESTE PROGR.INMIGRAZIOA,0.0,1920.0,0.0,1920.0,0.0,1920.0,1920.0,1920.0,1920.0,2015,23102,,2,,02
1 02.226.96.231.02 2014,4924.0,H.GASTU:INMIGRAZIOA,0.0,240.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,2014,23102,,2,,02
1 02.226.97.231.00 2016,4468.0,BESTE EKIMENAK.BERDINTASUNA,53000.0,53000.0,0.0,50811.48,2188.52,50811.48,42855.48,42855.48,42855.48,2016,23100,,2,,02
1 02.226.97.231.00 2015,4926.0,BESTE PROGR.BERDINTASUNA,0.0,24389.57,0.0,24389.57,0.0,24389.57,9270.62,9270.62,9270.62,2015,23100,,2,,02
1 02.226.97.231.03 2016,4872.0,WUKRO-ELKARLANA,2000.0,2000.0,0.0,973.94,1026.06,973.94,973.94,973.94,973.94,2016,23103,,2,,02
1 02.226.97.241.01 2016,4469.0,FUNTZIONAMENDU GASTUAK.IKASTAROAK.,24360.0,24360.0,0.0,3886.69,20473.31,3886.69,3886.69,3886.69,3886.69,2016,24101,,2,,02
1 02.226.97.241.02 2016,4873.0,FUNTZIONAMENDU GASTUAK.LANBIDE PROGRAMAK,1000.0,26617.0,0.0,16137.17,10479.83,16137.17,16137.17,16137.17,16137.17,2016,24102,,2,,02
1 02.226.97.326.01 2016,4874.0,ARGITALPENAK.MUSIKA ESKOLA,1000.0,1000.0,0.0,537.98,462.02,537.98,537.98,537.98,537.98,2016,32601,,2,,02
1 02.226.97.335.10 2016,4875.0,URTEURRENA.EUSKALTEGIA,3000.0,3000.0,0.0,3328.81,-328.81,3328.81,3328.81,3328.81,3328.81,2016,33510,,2,,02
1 02.226.97.335.50 2016,4470.0,GASTETXO ALDIZKARIA,5100.0,5100.0,0.0,4576.0,524.0,4576.0,4576.0,4576.0,4576.0,2016,33550,,2,,02
1 02.226.97.920.00 2016,4471.0,IRAGARKI OFIZIALAK,50000.0,50000.0,0.0,32715.67,17284.33,32715.67,32715.67,32715.67,32715.67,2016,92000,,2,,02
1 02.226.97.924.00 2016,4472.0,2.ESKUKO AZOKA,3500.0,3500.0,0.0,2236.38,1263.62,2236.38,2236.38,2236.38,2236.38,2016,92400,,2,,02
1 02.226.98.132.00 2016,4473.0,MATERIALA.BIDE HEZIKETA,6000.0,6000.0,0.0,5324.22,675.78,5324.22,5324.22,5324.22,5324.22,2016,13200,,2,,02
1 02.226.98.170.10 2016,4474.0,TOKIKO AGENDA 21,31000.0,31000.0,0.0,16931.68,14068.32,16931.68,16568.68,16568.68,16568.68,2016,17010,,2,,02
1 02.226.98.230.02 2016,4475.0,SENTIBERATZE KANPAINAK,2000.0,2000.0,0.0,884.73,1115.27,884.73,884.73,884.73,884.73,2016,23002,,2,,02
1 02.226.98.231.03 2016,4476.0,GAZTE-TXOKOA,66105.0,66105.0,0.0,65759.78,345.22,65759.78,65759.78,65759.78,65759.78,2016,23103,,2,,02
1 02.226.98.241.00 2016,4477.0,ORIENTAZIO ZERBITZUA,50000.0,29000.0,0.0,28688.71,311.29,28688.71,28688.71,28688.71,28688.71,2016,24100,,2,,02
1 02.226.98.324.10 2016,4478.0,FUNTZ.GASTU:HLP programak,16000.0,16000.0,0.0,12386.41,3613.59,12386.41,12386.41,12386.41,12386.41,2016,32410,,2,,02
1 02.226.98.326.01 2016,4876.0,MIKROEGOITZA-2016,6000.0,6000.0,0.0,8269.3,-2269.3,8269.3,8269.3,8269.3,8269.3,2016,32601,,2,,02
1 02.226.98.335.00 2016,4877.0,EKIMENAK.EUSKARAREN ALDE,5000.0,5000.0,0.0,4500.0,500.0,4500.0,4500.0,4500.0,4500.0,2016,33500,,2,,02
1 02.226.98.335.10 2016,4479.0,KANPOKO JARDUERAK.EUSKALTEGIA,1000.0,1000.0,0.0,806.0,194.0,806.0,806.0,806.0,806.0,2016,33510,,2,,02
1 02.226.98.335.50 2016,4480.0,IKASLEEN TXOKOA,5173.0,5173.0,0.0,5172.75,0.25,5172.75,5172.75,5172.75,5172.75,2016,33550,,2,,02
1 02.226.98.342.00 2016,5133.0,DONOSTIAKO KIROLDEGIEN ERABILERA,0.0,34400.0,0.0,34235.1,164.9,34235.1,34235.1,34235.1,34235.1,2016,34200,,2,,02
1 02.226.98.912.00 2016,4481.0,TXOTX GARAIAREN HASIERA,7000.0,7000.0,0.0,4958.1,2041.9,4958.1,4958.1,4958.1,4958.1,2016,91200,,2,,02
1 02.226.98.933.00 2016,4482.0,ONDASUN PARTIK.KALTEETAR.KALTE-ORDAINAK,5000.0,5000.0,0.0,2180.9,2819.1,2180.9,2180.9,2180.9,2180.9,2016,93300,,2,,02
1 02.226.99.132.00 2016,4483.0,HAINBAT GASTU.UDALTZAINGOA,5000.0,5000.0,0.0,4906.0,94.0,4906.0,4906.0,4906.0,4906.0,2016,13200,,2,,02
1 02.226.99.170.00 2016,4484.0,MATERIALA.BESTE.INGURUGIROA,20300.0,20300.0,0.0,15665.11,4634.89,10665.11,6526.91,6526.91,6526.91,2016,17000,,2,,02
1 02.226.99.230.02 2016,4485.0,PROGRAMAK.LANKIDETZA,7257.0,7257.0,0.0,6918.85,338.15,6918.85,6918.85,6918.85,6918.85,2016,23002,,2,,02
1 02.226.99.231.00 2014,5077.0,H.GASTU:BERDINTASUNA,0.0,2897.0,0.0,0.0,2897.0,0.0,0.0,0.0,0.0,2014,23100,,2,,02
1 02.226.99.231.03 2016,4486.0,H.GASTU:GAZTERIA,1000.0,1000.0,0.0,54.55,945.45,54.55,54.55,54.55,54.55,2016,23103,,2,,02
1 02.226.99.241.00 2016,4878.0,EKIMENAK. TOKI GARAPENA,50000.0,64944.3,0.0,63549.8,1394.5,63549.8,63549.8,63549.8,63549.8,2016,24100,,2,,02
1 02.226.99.241.03 2016,4487.0,FUNTZIONAMENDU GASTUAK.ALDUNDIA ENPLEGU,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2016,24103,,2,,02
1 02.226.99.323.20 2016,4488.0,H.GASTU:INGURUMEN-HEZKUNTZA,2000.0,2000.0,0.0,1268.8,731.2,1268.8,1268.8,1268.8,1268.8,2016,32320,,2,,02
1 02.226.99.323.30 2016,4489.0,H.GASTU:HAUR-ESKOLA,1500.0,1500.0,0.0,100.32,1399.68,100.32,100.32,100.32,100.32,2016,32330,,2,,02
1 02.226.99.326.01 2016,4490.0,H.GASTU:MUSIKA ESKOLA,3900.0,3900.0,0.0,2372.2,1527.8,2372.2,2372.2,2372.2,2372.2,2016,32601,,2,,02
1 02.226.99.332.10 2016,4491.0,EKIMENAK.BESTE.LIBURUTEGIA,36526.0,36526.0,0.0,36244.66,281.34,36244.66,35544.66,35544.66,35544.66,2016,33210,,2,,02
1 02.226.99.334.00 2016,4492.0,H.GASTU:KULTURA ZERBITZUA,5000.0,5000.0,0.0,6484.39,-1484.39,6484.39,6484.39,6484.39,6484.39,2016,33400,,2,,02
1 02.226.99.335.00 2016,4493.0,H.GASTU:EUSKARA ZERBITZUA,600.0,9600.0,0.0,7730.03,1869.97,7730.03,7730.03,7730.03,7730.03,2016,33500,,2,,02
1 02.226.99.335.10 2016,4494.0,EKINTZAK:EUSKALTEGIA,1500.0,1500.0,0.0,1556.34,-56.34,1556.34,1556.34,1556.34,1556.34,2016,33510,,2,,02
1 02.226.99.335.20 2016,4495.0,BURUNTZALD.EUSKERA EGITASMOAK,30000.0,30000.0,0.0,29811.38,188.62,29811.38,29811.38,29811.38,29811.38,2016,33520,,2,,02
1 02.226.99.335.30 2016,4496.0,H.GASTU:EUSKARA PLANA,900.0,900.0,0.0,229.87,670.13,229.87,229.87,229.87,229.87,2016,33530,,2,,02
1 02.226.99.335.40 2016,4497.0,MATERIALA.UDALEKUAK,6000.0,6000.0,0.0,5968.13,31.87,5968.13,5968.13,5968.13,5968.13,2016,33540,,2,,02
1 02.226.99.335.50 2016,4498.0,H.GASTU(ARGITALPEN...):EUSKARA-IRAKASKUN,9000.0,9000.0,0.0,9423.41,-423.41,9423.41,9423.41,9423.41,9423.41,2016,33550,,2,,02
1 02.226.99.338.00 2016,4499.0,MATERIALA.JAIAK,5000.0,5000.0,0.0,6154.16,-1154.16,6154.16,6154.16,6154.16,6154.16,2016,33800,,2,,02
1 02.226.99.341.00 2016,4879.0,ESKOLA KIROLA,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,34100,,2,,02
1 02.226.99.342.00 2016,4500.0,MATERIALA.H. GASTU-KIROLDEGIA,5000.0,5000.0,0.0,8794.65,-3794.65,8794.65,8794.65,8794.65,8794.65,2016,34200,,2,,02
1 02.226.99.342.01 2016,4501.0,MATERIALA.IGERILEKUAK,2000.0,2000.0,0.0,276.46,1723.54,276.46,276.46,276.46,276.46,2016,34201,,2,,02
1 02.226.99.432.00 2016,4502.0,MATERIALA.BESTE. TURISMOA,42000.0,32000.0,0.0,29023.15,2976.85,19023.15,18224.55,18224.55,18224.55,2016,43200,,2,,02
1 02.226.99.432.00 2015,4938.0,MATERIALA.BESTE. TURISMOA,0.0,3599.84,0.0,3599.02,0.82,3599.02,3599.02,3599.02,3599.02,2015,43200,,2,,02
1 02.226.99.912.00 2016,4503.0,H.GASTU:GOBERNU ORGANOAK,2000.0,2000.0,0.0,2770.0,-770.0,2770.0,2770.0,2770.0,2770.0,2016,91200,,2,,02
1 02.226.99.920.00 2016,4504.0,HARPIDETZAK.BESTE.ADMINIS.OROKORRA,25000.0,25000.0,0.0,24177.28,822.72,24177.28,24177.28,24177.28,24177.28,2016,92000,,2,,02
