Partida,Código interno,Descripción,Año,Pto inicial,Oblig. recon.
1 05.226.06.414.00 2015 (4652),4652,ZUHAITZ EGUNA,2015,3000.0,2143.33
1 05.226.99.135.00 2015 (4653),4653,H.GASTU:BABES ZIBILA,2015,4000.0,3825.57
1 05.226.99.153.50 2015 (4654),4654,H.GASTU:ZERBITZU PUBLIKOAK,2015,3000.0,2376.0
1 05.226.99.161.00 2015 (4655),4655,H.GASTU:URAK,2015,5000.0,4426.3
1 05.226.99.162.10 2015 (4656),4656,H.GASTU:HONDAKINEN KUDEAKETA,2015,50000.0,46252.45
1 05.226.99.241.00 2015 (4657),4657,H.GASTU:TRANSPACAR,2015,4000.0,0.0
1 05.226.99.333.00 2015 (4658),4658,H.GASTU:KULTUR ETXEA,2015,500.0,138.61
1 05.226.99.929.10 2015 (4659),4659,H.GASTU:EPAITEGIA,2015,400.0,361.59
1 05.227.01.163.00 2015 (4660),4660,KALE GARBIKETA KONTRATUA,2015,1020000.0,1020000.0
1 05.227.01.920.02 2015 (4661),4661,GARBITZEKO KONT:UDAL ERAIKINAK,2015,1171979.0,1171385.1
1 05.227.97.134.00 2015 (4662),4662,KONT:IGOGAILU.MANTEN.,2015,21500.0,20071.31
1 05.227.98.133.00 2015 (4663),4663,KONTRAT:KASKORA SARTZEKO,2015,18000.0,16615.41
1 05.227.98.153.50 2015 (4664),4664,KARTOGRAFIEN MANTENTZE KONTRATUA,2015,15000.0,13593.55
1 05.227.98.162.10 2015 (4665),4665,"HONDAK.BILKETA,TRATAM.ZERB.",2015,1533000.0,1600088.96
1 05.227.99.133.00 2015 (4666),4666,KONT:SEMAFOROEN MANTEN.,2015,9500.0,13720.0
1 05.227.99.171.00 2015 (4667),4667,MANTEN.KONT:PARKEAK LORATEGIAK,2015,435000.0,433191.66
1 05.227.99.311.00 2015 (4668),4668,KONTRATUA:ARRATOI-GARBIKETA,2015,11000.0,7416.96
1 05.227.99.311.01 2015 (4669),4669,KONTRATUA:KOMUNAK,2015,37052.0,42919.26
1 05.421.01.162.10 2015 (4670),4670,EKARPENA:SAN MARCOS,2015,249000.0,248261.3
1 05.422.01.414.00 2015 (4671),4671,EKARPENA:BEHEMENDI SASIAK GARBITZEKO,2015,40000.0,56098.86
1 05.422.01.441.10 2015 (4672),4672,GARRAIO AGENTZIARI EKARPENA,2015,5000.0,9970.76
1 05.422.02.414.00 2015 (4673),4673,EKARPENA:BEHEMENDI,2015,38300.0,28188.82
1 05.471.01.441.10 2015 (4674),4674,DIRULAG:UDAL GARRAIOA,2015,79766.0,77897.0
1 05.601.01.153.20 2015 (4675),4675,AZPIEGITURA ETA URBANIZ.:HERRIKO KALEAK,2015,45000.0,111911.87
1 05.601.01.153.70 2015 (4839),4839,AZPIEGITURAK ETA URBANIZAZIOAK,2015,0.0,0.0
1 05.609.01.134.00 2015 (4676),4676,IRISGARRITASUN PLANA,2015,90000.0,56235.71
1 05.609.01.153.30 2015 (4677),4677,BESTEL.INBERTSIOAK: HERRIKO KALEAK,2015,25000.0,0.0
1 05.609.02.153.30 2015 (4678),4678,PARKEAK,2015,165000.0,3379.53
1 05.609.03.153.30 2015 (4679),4679,KALE ALTZ,2015,22000.0,11729.34
1 05.622.01.311.01 2015 (4680),4680,KOMUN PUBLIKOAK,2015,83000.0,40291.47
1 05.622.01.323.10 2015 (4831),4831,IKASTETXEAK-ERAIKUNTZA OBRAK,2015,0.0,18096.03
1 05.622.01.920.02 2015 (4681),4681,ERAIKUNTZAK: UDAL ERAIKINAK,2015,33500.0,42982.47
1 05.623.01.153.30 2015 (4682),4682,MAKINARIA,2015,40000.0,0.0
1 05.623.02.161.00 2015 (4683),4683,INSTALAZIOAK: UR HORNIDURA,2015,262000.0,37609.55
1 05.623.02.165.00 2015 (4684),4684,INSTALAZIOAK: KALEKO ARGIKUNTZA,2015,70000.0,65117.45
1 05.624.01.153.40 2015 (4685),4685,IBILGAIUAK,2015,0.0,3733.39
1 05.624.01.165.00 2015 (4686),4686,IBILGAILUA ELEKTRIKARIAK,2015,7000.0,5990.0
1 05.625.99.162.10 2015 (4688),4688,KONPOST KOMUNITARIOA EGITEKO MATERIALA,2015,30000.0,26035.02
